survey,gender,age,age_num,marital_status,no_kids,education,income,US_census_region,US_census_division,community,distance_from_coast,political2,Q4_fish_hunt,Q4_fishing,Q4_hunting,Q4_none,Q4_total,Q7_impact_me,Q8_ocean_need_cons,Q8_fw_need_cons,Q8_land_need_cons,Q8_total_need,Q10_animal_health,Q11_habitat_health,Q13_concern_both,Q14_voted,Q14_donated,Q15_voting_effective,Q15_donation_effective,Q16_participate,Q18_aware_org,Q20.protect_area,Q20.captive_breed_reintroduce,Q20.relocate,Q20.enforcement,Q20.education,Q20.supplament_fishing,Q21_fund_source_penalties,Q21_fund_source_partnerships,Q21_fund_source_market
Terrestrial,female,54+,72,married,2,university,middle,Midwest,East_North_Central,Suburban,5,Left,None,0,0,0,1,0.9,1,1,0.93,0.97,0.4,0.4,1,1,0,0.8,0.8,1,1,1,0.8,0.6,1,1,1,1,1,0
Terrestrial,male,45 - 54,53,single,0,high_school,low,Midwest,East_North_Central,Urban,5,None,Both,1,1,0,3,0.1,0.8,0.8,0.67,0.73,0.4,0.4,0.8,0,0,0.8,0.8,1,0,1,1,0.8,0.6,1,1,1,0,0
Terrestrial,male,35 - 44,43,married,1,high_school,middle,West,Pacific,Urban,1,Moderate,Fish,1,0,0,3,0.35,0.8,1,0.6,0.73,0.6,0.8,1,1,1,0.8,0.6,1,1,1,0.6,1,1,1,0.8,0,1,0
Terrestrial,male,18 - 24,21,single,0,high_school,low,Northeast,New_England,Urban,4,Moderate,None,0,0,0,1,0.3,0.7,0.6,0.8,0.73,0.2,0.4,0.6,1,0,0.8,0.6,0,0,0.6,0.8,0.8,0.8,0.6,0.8,0,1,0
Terrestrial,female,25 - 34,35,living_with_partner,0,university,middle,Northeast,Middle_Atlantic,Suburban,1,Left,None,0,0,1,0,0.2,0.9,0.8,0.73,0.8,0.4,0.8,0.4,0,0,0.4,0.8,0,0,1,0.8,0.8,0.8,0.8,0.4,1,1,0
Terrestrial,female,54+,77,single,4,university,low,South,South_Atlantic,Suburban,2,Left,None,0,0,1,0,0.25,0.8,0.8,0.8,0.8,0.6,0.6,0.8,1,0,0.8,0.8,0,0,0.8,1,1,0.8,1,1,1,1,0
Terrestrial,male,45 - 54,53,single,0,high_school,low,West,Mountain,Urban,5,Moderate,None,0,0,1,0,0.65,0.6,0.6,0.6,0.6,0.2,0.2,0.2,1,0,0.6,0.6,1,0,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0
Terrestrial,female,35 - 44,39,divorced,1,university,low,South,South_Atlantic,Suburban,2,Left,Fish,1,0,0,4,0.6,0.9,0.8,0.73,0.8,0.4,0.4,0.8,0,1,0.8,1,1,1,1,1,0.8,0.8,1,0.8,1,1,0
Terrestrial,female,54+,79,widowed,2,high_school,middle,South,South_Atlantic,Suburban,5,Moderate,Fish,1,0,0,1,1,1,1,1,1,0.2,0.2,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0
Terrestrial,male,54+,62,separated,0,university,middle,West,Pacific,Suburban,2,Left,Fish,1,0,0,1,0.75,1,1,1,1,0.4,0.8,0.8,1,1,0.8,0.8,1,1,1,1,1,1,1,1,1,1,0
Terrestrial,female,54+,72,divorced,1,university,low,South,South_Atlantic,Suburban,5,Left,None,0,0,1,0,0.15,0.2,0.2,0.2,0.2,0.6,0.8,0.6,0,0,0.8,0.6,0,0,0.8,0.8,1,0.8,0.8,0.8,0,0,0
Terrestrial,female,35 - 44,40,single,0,university,middle,Northeast,Middle_Atlantic,Suburban,2,None,Fish,1,0,0,2,0.4,0.8,0.8,0.8,0.8,0.2,0.2,1,1,0,0.6,0.6,0,0,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0
Terrestrial,female,54+,70,married,3,high_school,wont_say,South,South_Atlantic,Rural,4,Right,None,0,0,0,2,0.3,0.8,0.6,0.67,0.7,0.6,0.6,0.6,0,0,0.6,0.6,0,0,1,1,1,0.8,1,1,0,0,0
Terrestrial,female,54+,60,married,2,postgraduate,high,Northeast,Middle_Atlantic,Suburban,5,Left,None,0,0,0,2,0.55,1,0.8,0.87,0.9,0.6,0.4,0.8,1,0,1,0.8,1,1,1,1,1,1,0.8,0.4,1,1,0
Terrestrial,male,45 - 54,48,single,0,university,low,Northeast,Middle_Atlantic,Urban,5,Left,Fish,1,0,0,3,0.1,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0,0,0.8,0.8,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0,1,0
Terrestrial,male,54+,66,divorced,3,high_school,low,South,West_South_Central,Suburban,5,Right,Both,1,1,0,5,0.8,1,1,0.93,0.97,0.6,0.2,1,1,1,0.4,0.6,1,1,1,0.8,1,1,1,0.8,1,1,1
Terrestrial,female,54+,60,married,2,university,high,South,West_South_Central,Urban,4,Right,None,0,0,0,1,0.15,0.6,0.8,0.6,0.63,0.6,0.6,0.4,0,0,0.6,0.8,0,0,0.6,0.6,0.6,0.6,0.6,0.6,0,1,0
Terrestrial,male,25 - 34,35,married,0,vocational_technical_college,low,West,Pacific,Suburban,1,Left,None,0,0,0,1,0.8,0.9,1,0.73,0.83,0.6,0.6,0.6,0,1,0.8,0.8,0,0,0.8,0.8,0.8,1,1,0.6,1,0,0
Terrestrial,female,35 - 44,42,living_with_partner,2,university,low,West,Pacific,Urban,4,Right,None,0,0,0,2,1,1,0.8,0.8,0.87,0.6,0.6,1,0,0,0.6,0.6,0,0,1,1,1,1,1,1,1,1,1
Terrestrial,female,18 - 24,23,single,0,high_school,low,South,South_Atlantic,Urban,2,Right,None,0,0,1,0,0.1,0.8,1,0.47,0.67,0.4,0.4,0.8,1,0,0.8,1,0,0,0.8,0.8,0.8,0.8,1,0.4,0,0,1
Terrestrial,female,18 - 24,22,single,2,high_school,middle,South,South_Atlantic,Urban,5,Left,None,0,0,0,2,0.45,0.4,0.4,0.27,0.33,0.2,0.4,1,1,1,1,0.8,0,0,0.8,0.6,1,0.8,1,0.4,1,1,1
Terrestrial,male,35 - 44,43,prefer_not_to_say,3,middle_school,low,Midwest,East_North_Central,Urban,5,None,Fish,1,0,0,2,0.25,0.5,1,0.8,0.73,0.6,1,0.6,0,0,0.6,0.8,0,1,0.6,0.6,1,1,1,1,0,1,0
Terrestrial,female,54+,71,divorced,0,high_school,low,South,South_Atlantic,Rural,0,Right,None,0,0,1,0,0,0.5,0.6,0.4,0.47,0.6,0.6,0.6,0,0,0.8,0.6,1,0,0.8,1,1,1,1,0.8,0,1,0
Terrestrial,male,45 - 54,49,separated,1,vocational_technical_college,middle,Northeast,Middle_Atlantic,Rural,0,Moderate,Fish,1,0,0,4,0.9,1,1,0.93,0.97,0.4,0.4,1,0,1,0.6,0.8,0,0,1,1,1,1,1,1,1,1,1
Terrestrial,male,54+,60,single,0,high_school,low,Midwest,East_North_Central,Urban,5,Right,None,0,0,0,1,0.25,0.2,0.6,0.27,0.3,0.6,0.6,1,0,0,0.6,0.6,1,0,0.6,0.6,0.6,0.6,0.6,0.6,1,1,1
Terrestrial,male,54+,69,married,0,university,middle,West,Mountain,Suburban,5,Right,None,0,0,1,0,0.2,0.9,1,0.73,0.83,0.6,0.4,0.8,0,0,0.2,0.2,0,0,1,0.8,0.8,1,0.8,1,1,1,0
Terrestrial,female,25 - 34,34,single,2,middle_school,low,Northeast,Middle_Atlantic,Urban,5,Moderate,Fish,1,0,0,2,0.1,0.4,0.6,0.4,0.43,0.6,0.6,0.6,0,0,0.6,0.4,0,0,0.6,0.6,0.2,0.6,0.6,0.6,0,1,0
Terrestrial,female,54+,72,divorced,0,high_school,low,South,West_South_Central,Rural,4,Right,None,0,0,1,0,0.35,0.3,0.2,0.33,0.3,1,0.8,0.4,0,0,0.4,0.8,0,0,0.4,0.8,0.4,0.8,0.4,0.4,0,0,0
Terrestrial,female,54+,74,single,0,university,high,Midwest,West_North_Central,Suburban,5,Right,None,0,0,1,0,1,0.4,0.4,0.33,0.37,1,1,0.4,0,0,0.2,0.4,1,0,0.8,1,0.4,0.8,0.4,0.8,0,0,0
Terrestrial,female,18 - 24,25,living_with_partner,2,high_school,low,South,West_South_Central,Rural,5,Right,Fish,1,0,0,4,0.1,0.6,0.6,0.53,0.57,0.4,0.6,0.8,0,1,0.8,0.8,1,1,0.8,0.8,0.8,0.8,0.8,0.6,1,0,0
Terrestrial,male,25 - 34,35,living_with_partner,0,high_school,low,Midwest,West_North_Central,Rural,5,Left,Both,1,1,0,5,0.85,1,1,1,1,0.2,0.2,1,0,1,0.8,0.8,1,0,1,1,1,1,1,1,1,1,1
Terrestrial,female,45 - 54,49,married,0,high_school,low,South,West_South_Central,Urban,5,Moderate,Fish,1,0,0,1,1,1,1,1,1,0.4,0.2,1,0,0,0.6,0.6,1,0,0.8,1,0.8,1,1,1,1,0,0
Terrestrial,male,35 - 44,45,divorced,1,university,low,NA,NA,Urban,5,Left,Both,1,1,0,5,0.55,0.6,0.6,0.47,0.53,0.2,0.4,0.2,1,1,0.8,1,1,0,1,0.8,0.2,0.6,0.2,0.4,1,1,1
Terrestrial,female,54+,71,married,2,postgraduate,low,Midwest,East_North_Central,Suburban,5,Left,None,0,0,1,0,0.6,0.7,0.6,0.47,0.57,0.6,0.6,0.6,0,1,0.2,0.8,1,0,0.8,0.6,0.8,1,1,0.6,0,1,0
Terrestrial,female,45 - 54,55,married,5,high_school,low,South,West_South_Central,Suburban,5,None,Fish,1,0,0,3,0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0.6,0.6,0,0,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0
Terrestrial,female,25 - 34,32,living_with_partner,0,university,middle,West,Pacific,Urban,1,Moderate,None,0,0,1,0,0.4,0.8,0.8,0.8,0.8,0.4,0.4,0.8,1,0,0.8,0.8,1,0,0.8,0.8,0.8,0.8,0.8,0.8,0,1,0
Terrestrial,female,25 - 34,36,married,2,university,high,South,South_Atlantic,Rural,0,wont_say,None,0,0,0,1,1,1,1,0.73,0.87,0.8,0.8,0.6,0,1,0.4,0.6,1,0,0.8,0.6,0.6,0.6,0.8,0.6,0,0,0
Terrestrial,female,35 - 44,39,living_with_partner,3,high_school,middle,Midwest,East_North_Central,Rural,5,Moderate,Both,1,1,0,6,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0.2,0.4,0,0,0.8,0.6,0.8,0.8,1,0.6,0,0,0
Terrestrial,male,54+,73,single,0,university,low,Midwest,East_North_Central,Urban,5,Left,None,0,0,1,0,0.9,1,1,1,1,0.4,0.4,1,1,1,0.6,0.8,1,1,1,0.8,1,1,1,0.4,1,1,1
Terrestrial,male,45 - 54,52,married,2,university,middle,Midwest,East_North_Central,Suburban,5,Moderate,None,0,0,0,1,1,0.7,0.8,0.73,0.73,0.4,0.4,0.8,0,1,0.6,0.6,0,0,0.8,0.8,0.6,0.8,0.8,0.6,1,1,1
Terrestrial,female,18 - 24,23,living_with_partner,0,postgraduate,high,South,South_Atlantic,Suburban,2,None,Both,1,1,0,4,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,1,0,0.6,0.8,0,0,0.6,0.6,0.6,0.6,0.6,0.6,0,1,1
Terrestrial,male,18 - 24,21,single,0,university,high,South,South_Atlantic,Suburban,0,Right,Both,1,1,0,5,0.1,0.6,0.6,0.47,0.53,0.8,0.8,0.6,1,1,0.6,0.4,1,0,1,0.8,0.6,0.6,0.8,1,1,1,0
Terrestrial,female,45 - 54,47,separated,6,high_school,low,Midwest,East_North_Central,Urban,0,None,None,0,0,0,1,0.15,0.6,0.6,0.67,0.63,0.6,0.6,0.6,1,0,0.6,0.4,1,1,1,0.6,0.6,0.8,0.8,0.6,0,1,1
Terrestrial,female,54+,57,divorced,0,high_school,low,Midwest,East_North_Central,Urban,5,None,None,0,0,1,0,0,0.2,0.2,0.2,0.2,0.6,0.6,0.6,0,0,0.6,0.6,0,0,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0
Terrestrial,male,54+,76,divorced,0,university,low,South,West_South_Central,Rural,5,wont_say,Fish,1,0,0,2,0.7,0.5,0.8,0.6,0.6,0.4,0.4,0.8,0,0,0.4,0.8,1,0,0.8,0.8,0.8,0.8,0.8,0.8,1,0,0
Terrestrial,male,25 - 34,31,living_with_partner,1,university,middle,Midwest,East_North_Central,Rural,5,None,Fish,1,0,0,4,0.3,0.9,0.8,0.53,0.7,0.8,0.8,0.8,1,0,0.8,0.6,1,0,1,0.8,1,1,0.8,0.8,1,0,0
Terrestrial,female,54+,58,married,2,vocational_technical_college,low,South,South_Atlantic,Suburban,5,wont_say,None,0,0,1,0,0,0.2,0.2,0.2,0.2,0.6,0.6,0.6,0,0,0.6,0.6,0,0,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0
Terrestrial,male,25 - 34,34,married,1,postgraduate,high,Northeast,Middle_Atlantic,Suburban,4,Right,Both,1,1,0,3,1,0.9,1,0.73,0.83,0.6,0.6,0.8,0,1,0.4,0.8,1,0,1,0.8,0.8,1,1,0.8,0,1,0
Terrestrial,female,35 - 44,39,married,2,postgraduate,high,South,South_Atlantic,Suburban,1,Left,Fish,1,0,0,2,0.4,0.9,1,0.73,0.83,0.4,0.4,0.8,1,1,0.8,0.8,0,1,1,0.8,0.8,0.8,1,0.6,0,1,0
Terrestrial,female,18 - 24,20,prefer_not_to_say,0,high_school,wont_say,West,Mountain,Urban,5,Left,None,0,0,1,0,0.4,0.8,0.6,0.67,0.7,0.2,0.4,0.8,1,0,0.8,0.8,0,0,1,0.8,0.8,1,0.8,0.4,1,1,0
Terrestrial,male,35 - 44,43,living_with_partner,1,high_school,low,Midwest,East_North_Central,Urban,5,Left,None,0,0,1,0,0.6,1,1,1,1,0.4,0.2,1,1,0,0.8,0.8,0,0,1,0.8,0.8,1,1,0.2,0,1,0
Terrestrial,male,25 - 34,36,married,1,vocational_technical_college,low,South,South_Atlantic,Urban,5,Left,Both,1,1,0,4,0.45,0.7,0.6,0.73,0.7,0.6,0.8,0.6,1,0,0.8,0.6,1,1,0.6,0.6,0.6,0.8,0.8,0.6,1,1,0
Terrestrial,male,35 - 44,43,married,2,postgraduate,high,Midwest,West_North_Central,Urban,4,Left,Fish,1,0,0,4,0.65,0.9,0.8,0.8,0.83,0.4,0.6,1,1,1,0.8,1,1,1,0.8,0.8,0.8,1,1,0.8,1,1,0
Terrestrial,male,35 - 44,42,married,2,postgraduate,high,South,South_Atlantic,Urban,5,Right,Fish,1,0,0,4,0.4,0.7,0.8,0.67,0.7,0.6,0.8,0.2,0,1,0.6,1,1,0,0.6,0.8,0.8,0.8,0.8,0.6,0,1,0
Terrestrial,male,35 - 44,40,single,0,high_school,low,South,West_South_Central,Suburban,0,None,Fish,1,0,0,2,0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0.6,0.6,0,0,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0
Terrestrial,female,18 - 24,23,single,0,high_school,low,Northeast,Middle_Atlantic,Urban,0,Moderate,None,0,0,0,1,0.5,0.8,0.6,0.6,0.67,0.2,0.2,1,0,0,1,1,0,0,0.8,0.8,0.6,0.8,1,0.8,1,0,0
Terrestrial,male,35 - 44,41,married,1,postgraduate,high,NA,NA,Rural,2,Right,None,0,0,1,0,0.4,1,1,1,1,0.4,0.4,1,0,0,0.4,0.6,1,1,1,1,1,1,1,1,0,1,0
Terrestrial,female,25 - 34,35,single,0,university,low,West,Mountain,Suburban,5,Right,None,0,0,0,1,0.2,0.8,0.6,0.53,0.63,0.6,0.4,0.8,0,0,0.8,0.8,0,0,1,0.8,1,0.8,1,0.6,1,0,0
Terrestrial,male,18 - 24,24,single,0,vocational_technical_college,low,West,Pacific,Urban,2,wont_say,Both,1,1,0,3,0,0.8,0.6,0.87,0.8,0.4,0.6,1,0,0,0.8,0.8,1,0,1,0.8,0.6,1,1,0.6,0,1,0
Terrestrial,female,45 - 54,54,divorced,2,postgraduate,middle,South,South_Atlantic,Suburban,0,Right,Fish,1,0,0,2,0.55,0.8,1,0.73,0.8,0.4,0.4,0.8,0,0,0.6,0.8,0,0,1,0.8,0.8,0.8,1,0.8,1,1,0
Terrestrial,female,25 - 34,28,living_with_partner,0,high_school,high,South,West_South_Central,Urban,2,wont_say,Both,1,1,0,4,0.35,0.7,0.8,0.47,0.6,0.6,0.6,0.8,0,1,0.2,0.8,1,0,0.8,1,1,0.8,1,0.8,1,1,0
Terrestrial,female,25 - 34,29,living_with_partner,0,university,low,Midwest,East_North_Central,Rural,5,Left,None,0,0,0,1,0.85,0.9,0.8,0.8,0.83,0.4,0.4,0.8,1,0,0.8,0.6,1,1,1,0.8,0.8,1,1,0.6,1,1,1
Terrestrial,male,45 - 54,54,separated,5,university,middle,South,South_Atlantic,Suburban,0,Moderate,Fish,1,0,0,4,0.9,0.9,1,0.8,0.87,0.4,0.4,0.2,0,1,1,1,1,1,1,1,1,1,1,0.4,1,1,1
Terrestrial,male,35 - 44,43,married,2,postgraduate,high,Northeast,Middle_Atlantic,Urban,5,Moderate,Both,1,1,0,4,0.95,1,1,0.93,0.97,1,1,1,0,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1
Terrestrial,female,35 - 44,42,single,1,vocational_technical_college,middle,South,South_Atlantic,Suburban,0,None,Fish,1,0,0,1,0.5,0.9,1,0.73,0.83,0.4,0.4,0.8,1,1,0.8,0.8,1,0,0.8,0.8,1,1,1,0.6,1,0,0
Terrestrial,female,54+,67,married,0,vocational_technical_college,low,South,South_Atlantic,Suburban,4,Left,Fish,1,0,0,1,0.8,1,1,1,1,0.4,0.4,0.8,0,0,0.8,0.6,0,0,0.8,0.8,0.8,1,1,0.8,0,1,0
Terrestrial,female,54+,70,divorced,0,university,low,South,East_South_Central,Suburban,5,Right,None,0,0,1,0,1,1,1,0.87,0.93,0.2,0.2,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1
Terrestrial,male,18 - 24,20,single,0,high_school,wont_say,South,South_Atlantic,Suburban,2,None,Fish,1,0,0,2,0.25,1,1,0.73,0.87,0.6,0.4,0.8,1,0,1,1,0,0,0.4,0.8,0.4,0.8,1,0.8,0,1,0
Terrestrial,female,35 - 44,37,living_with_partner,3,high_school,middle,South,East_South_Central,Suburban,0,None,Fish,1,0,0,3,0.4,0.8,0.8,0.6,0.7,0.6,0.4,0.8,0,0,0.2,0.6,1,1,0.6,0.4,0.8,0.8,1,0.4,1,1,0
Terrestrial,male,35 - 44,43,married,2,university,middle,Midwest,West_North_Central,Urban,5,Moderate,Fish,1,0,0,3,0.8,0.8,0.6,0.6,0.67,0.4,0.4,0.8,1,1,0.8,1,1,0,1,0.8,0.8,1,1,0.4,0,1,0
Terrestrial,female,54+,57,single,0,vocational_technical_college,low,West,Pacific,Urban,1,Left,None,0,0,0,2,0.05,1,1,0.93,0.97,0.2,0.2,1,0,1,0.8,1,1,0,1,1,1,1,1,1,0,1,0
Terrestrial,female,54+,61,single,0,vocational_technical_college,wont_say,Midwest,East_North_Central,Suburban,5,Left,None,0,0,1,0,0.6,1,1,1,1,0.4,0.4,0.8,1,0,0.8,0.6,0,1,1,0.8,0.8,1,1,0.8,0,1,0
Terrestrial,male,25 - 34,34,living_with_partner,0,high_school,low,West,Pacific,Suburban,0,wont_say,Hunt,0,1,0,2,0.6,1,0.8,0.8,0.87,0.6,0.4,0.8,1,1,0.4,0.6,0,0,1,0.6,0.8,1,1,0.6,1,0,0
Terrestrial,female,54+,82,widowed,0,high_school,low,South,South_Atlantic,Suburban,4,Moderate,Fish,1,0,0,1,0.4,0.7,0.6,0.4,0.53,0.6,0.6,0.8,0,0,0.8,0.8,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0,1,0
Terrestrial,female,35 - 44,41,married,5,postgraduate,high,Northeast,Middle_Atlantic,Suburban,5,Right,None,0,0,0,2,1,1,1,1,1,0.4,0.4,0.8,0,1,0.6,0.8,0,0,1,0.8,0.8,1,1,0.8,0,1,0
Terrestrial,female,45 - 54,53,prefer_not_to_say,NA,postgraduate,wont_say,Northeast,New_England,Urban,0,Moderate,None,0,0,0,3,1,0.9,1,0.8,0.87,1,1,1,1,1,0.6,0.6,1,1,0.6,0.6,0.8,0.6,0.8,0.6,1,1,0
Terrestrial,male,54+,70,living_with_partner,0,postgraduate,low,West,Pacific,Suburban,2,Right,Hunt,0,1,0,2,0.95,0.6,0.8,0.6,0.63,0.8,0.6,0.8,0,0,0.6,0.8,0,0,1,1,0.8,1,0.8,1,1,0,1
Terrestrial,female,54+,78,widowed,0,postgraduate,middle,West,Mountain,Suburban,4,Right,None,0,0,0,1,0.7,0.9,1,0.87,0.9,0.4,0.6,0.8,0,1,0.4,0.8,0,1,1,1,1,0.8,1,0.4,1,1,0
Terrestrial,male,25 - 34,32,married,1,university,high,Northeast,Middle_Atlantic,Urban,5,Moderate,Fish,1,0,0,2,0.1,0.5,0.8,0.67,0.63,0.6,0.6,0.8,0,1,0.6,0.8,1,0,0.8,0.6,0.8,0.6,1,0.8,0,1,0
Terrestrial,male,54+,72,married,1,postgraduate,middle,West,Pacific,Suburban,1,Moderate,None,0,0,0,1,1,0.9,0.8,0.87,0.87,0.4,0.4,1,0,0,0.4,0.4,0,1,0.8,0.8,0.8,0.8,0.8,0.8,0,1,0
Terrestrial,male,54+,76,married,0,vocational_technical_college,low,South,South_Atlantic,Suburban,1,None,Fish,1,0,0,2,0.25,0.6,0.8,0.6,0.63,0.6,0.4,0.4,0,0,0.4,0.4,0,0,0.8,0.4,0.8,0.8,0.4,0.4,0,0,0
Terrestrial,female,54+,74,divorced,0,postgraduate,middle,South,South_Atlantic,Rural,1,Left,None,0,0,0,1,0.7,0.9,0.8,0.73,0.8,0.4,0.4,1,0,0,0.8,0.6,1,1,1,0.8,0.8,1,1,0.8,1,1,0
Terrestrial,female,35 - 44,38,married,1,university,middle,Northeast,Middle_Atlantic,Suburban,1,Left,None,0,0,1,0,0.8,1,1,0.73,0.87,0.6,0.6,0.8,1,1,1,1,0,1,1,0.8,1,1,1,0.2,1,1,1
Terrestrial,female,54+,64,single,0,postgraduate,middle,South,South_Atlantic,Suburban,2,Moderate,Fish,1,0,0,4,0.7,1,1,1,1,0.2,0.2,1,1,1,1,1,1,1,1,1,1,1,1,0.2,1,1,0
Terrestrial,male,35 - 44,44,single,0,postgraduate,wont_say,Midwest,East_North_Central,Urban,2,Moderate,None,0,0,0,3,0.4,0.8,0.6,0.6,0.67,0.6,0.6,0.8,0,1,0.8,0.8,1,0,1,0.8,0.8,1,0.8,0.6,1,1,0
Terrestrial,female,54+,73,divorced,2,university,middle,West,Mountain,Urban,5,Moderate,None,0,0,0,2,1,1,1,1,1,0.2,0.2,1,1,1,1,1,1,1,1,1,1,1,1,0.2,1,1,1
Terrestrial,female,35 - 44,37,married,0,postgraduate,middle,Midwest,East_North_Central,Suburban,5,Left,None,0,0,1,0,0.6,1,0.6,0.53,0.7,0.4,0.4,0.8,0,0,0.6,0.6,1,0,0.8,1,0.8,1,1,0.2,1,0,0
Terrestrial,male,54+,81,married,0,postgraduate,high,Midwest,East_North_Central,Suburban,5,Moderate,Both,1,1,0,5,0.55,0.6,0.8,0.53,0.6,0.8,0.8,0.8,0,0,0.6,0.6,1,1,0.6,1,0.8,0.8,1,0.8,0,0,0
Terrestrial,female,45 - 54,52,married,2,postgraduate,high,Midwest,East_North_Central,Urban,5,Right,Hunt,0,1,0,5,0.75,1,0.8,0.87,0.9,1,1,1,1,0,1,1,1,1,1,1,0.8,1,1,0.8,1,1,1
Terrestrial,male,25 - 34,32,married,1,postgraduate,high,Northeast,New_England,Rural,4,Moderate,None,0,0,0,1,0.3,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0,0,0.4,0.8,1,0,0.8,0.6,0.6,0.8,0.8,0.6,1,1,0
Terrestrial,female,54+,59,married,1,university,middle,Northeast,Middle_Atlantic,Rural,5,Moderate,None,0,0,0,1,0.1,0.7,0.8,0.67,0.7,0.8,0.8,0.8,0,0,0.4,0.6,0,0,0.6,0.8,0.8,0.6,0.6,0.6,1,0,0
Terrestrial,female,25 - 34,28,single,0,postgraduate,low,Midwest,East_North_Central,Suburban,5,Left,None,0,0,0,2,0.45,0.7,0.8,0.73,0.73,0.4,0.4,0.6,0,0,0.6,0.8,0,0,0.8,0.8,0.8,0.8,0.8,0.8,1,0,0
Terrestrial,female,45 - 54,53,married,0,postgraduate,low,South,South_Atlantic,Rural,2,Right,None,0,0,0,3,0.15,0.3,0.2,0.2,0.23,0.8,0.8,0.2,0,0,0.2,0.2,0,1,0.4,0.8,0.4,0.8,0.2,0.4,1,0,0
Terrestrial,male,18 - 24,21,single,0,postgraduate,low,Northeast,Middle_Atlantic,Suburban,5,Right,Both,1,1,0,5,0.6,1,1,0.67,0.83,0.6,0.6,0.6,0,0,0.2,0.6,0,0,1,1,1,0.6,1,1,0,0,0
Terrestrial,male,54+,75,married,0,university,middle,South,South_Atlantic,Suburban,5,Right,None,0,0,0,1,0.2,0.6,0.6,0.53,0.57,0.6,0.6,0.6,0,0,0.4,0.6,0,0,0.6,0.8,0.8,1,0.8,0.6,1,0,0
Terrestrial,male,35 - 44,42,married,2,university,wont_say,South,South_Atlantic,Suburban,2,Moderate,None,0,0,0,3,0.2,0.6,0.6,0.6,0.6,0.8,0.8,0.6,0,0,0.4,0.6,0,0,0.8,1,0.6,1,0.8,0.8,1,1,1
Terrestrial,female,54+,78,divorced,0,high_school,low,Northeast,Middle_Atlantic,Suburban,0,Right,None,0,0,1,0,0.05,0.4,0.4,0.47,0.43,0.6,0.6,0.6,0,0,0.2,0.2,0,0,1,0.8,0.8,0.8,0.4,0.4,1,0,0
Terrestrial,female,45 - 54,50,single,0,university,low,South,South_Atlantic,Urban,2,Right,Fish,1,0,0,3,0.65,0.9,1,0.73,0.83,0.4,0.4,0.8,1,0,1,0.6,1,0,1,1,1,1,1,0.6,1,1,1
Terrestrial,female,54+,59,divorced,0,postgraduate,low,South,East_South_Central,Urban,5,Right,None,0,0,1,0,0.15,0.7,0.6,0.6,0.63,0.4,0.4,0.6,0,0,0.8,0.6,0,0,0.8,0.6,0.8,0.8,0.8,0.4,0,1,0
Terrestrial,male,18 - 24,23,living_with_partner,5,postgraduate,middle,South,East_South_Central,Rural,4,Moderate,Both,1,1,0,6,0.85,0.9,0.8,0.8,0.83,0.6,0.8,0.8,0,1,0.2,0.6,1,0,1,0.8,0.8,0.6,0.8,0.8,1,0,0
Terrestrial,female,25 - 34,29,single,0,postgraduate,low,West,Mountain,Suburban,4,Left,None,0,0,1,0,0.3,1,0.8,0.87,0.9,0.6,0.6,0.8,1,1,0.8,0.8,0,0,0.6,1,0.8,1,1,1,1,1,1
Terrestrial,female,25 - 34,34,single,0,university,middle,South,East_South_Central,Rural,5,Left,None,0,0,0,3,0.5,0.9,1,0.67,0.8,0.6,0.6,0.6,1,0,0.4,0.6,1,0,0.8,0.8,0.4,0.8,0.8,0.4,1,1,0
Terrestrial,female,35 - 44,39,married,2,university,high,West,Pacific,Urban,0,Moderate,None,0,0,1,0,0.75,1,0.8,0.87,0.9,0.6,0.6,0.8,1,1,0.6,0.6,1,0,1,0.6,0.8,1,1,0.6,1,0,0
Terrestrial,female,35 - 44,39,single,0,postgraduate,middle,West,Mountain,Urban,5,Left,None,0,0,0,1,0.8,1,1,1,1,0.4,0.4,0.8,1,1,1,1,1,1,1,0.8,0.6,1,1,0.8,1,0,0
Terrestrial,female,45 - 54,47,married,5,high_school,low,South,East_South_Central,Suburban,1,wont_say,Fish,1,0,0,1,0,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0,0,0.6,0.6,0,0,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0
