survey,id,state,city,gender,age,marital_status,no_kids,education,employment ,career,race,income,US_census_region,US_census_division,community,distance_from_coast,political,poltical2,Q4_fishing,Q4_hunting,Q4_fish_hunt,Q6_overfish_deforest,Q6_melt_extremes,Q6_plastic_waste,Q6_oil_toxics,Q6_oa_soil,Q6_none,Q6_total_awareness,Q7_overfish_deforest,Q7_melt_extremes,Q7_plastic_waste,Q7_oil_toxics,Q7_oa_soil,Q7_none,Q8_coast,Q8_ocean,Q8_fw,Q8_forest,Q8.5_plains,Q8_mountains,Q9_percent,Q10_animal_health,Q11_habitat_health,Q13_concern_fish,Q19_scenario_effective,Q20_protected_area,Q20_captive_breed,Q20_relocate,Q20_regulations,Q20_education,Q20_supplament,Q21_invest_govregs,Q21.2_partnerships,Q21_donate_ngo,Q21_market,Q21_programs,Q21_penalties,Q21_none,Q21_total_funds,,,,
Terrestrial,-1099377208,Rhode Island,Providence,male,35 - 44,married,two,postgraduate,employed_for_wages,other,white,high_iii,Northeast,New England,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",1-2 hour drive away / Approximately 60 - 124 miles away,Lean Left (Democrat),Left,Yes,Yes,Both,1,1,1,1,1,0,1,0.5,0.25,0.75,0.5,0.25,0,0.8,0.8,0.8,1,1,0.8,55,0.8,0.6,0.8,1,0.8,0.6,1,0.6,1,0.8,1,1,1,1,1,0,0,5,,,,
Terrestrial,-1361703028,Virginia,Richmond,male,45 - 54,married,two,postgraduate,employed_for_wages,information_services_and_data,white,high_iii,South,South Atlantic,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Strong Left,Left,Yes,No,Fish,1,0,0,0,0,0,0.2,1,0,0,0,0,0,1,1,1,1,1,1,90,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,2,,,,
Terrestrial,-764856707,Oregon,Portland,male,45 - 54,married,two,postgraduate,employed_for_wages,scientific_or_technical_services,white,middle_ii,West,Pacific,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Lean Left (Democrat),Left,Yes,Yes,Both,1,1,1,1,1,0,1,1,1,1,0.75,1,0,0.8,1,1,0.8,0.8,1,80,0.8,0.8,1,1,1,0.8,1,1,1,1,0,1,1,1,1,1,0,5,,,,
Terrestrial,-2013722482,Virginia,Henrico,male,45 - 54,married,two,postgraduate,employed_for_wages,information_other,white,high_ii,South,South Atlantic,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Strong Right,Right,Yes,Yes,Both,1,1,0,1,0,0,0.6,1,0.25,0,0.75,0,0,1,0.8,0.6,1,0.8,1,90,1,1,1,1,0.8,0.8,1,0.6,0.4,1,1,1,1,1,0,0,0,4,,,,
Terrestrial,1351428018,Illinois,Forest Park,male,35 - 44,single,zero,university,unemployed_looking,advertising,arab,lower_i,Midwest,East North Central,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Strong Left,Left,No,No,None,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,35,0.4,0.4,0.8,1,1,1,0.8,1,1,0.8,1,1,1,1,1,1,0,6,,,,
Terrestrial,-236325002,New York,Cortland,male,18 - 24,prefer_not_to_say,zero,high_school,self_employed,other,white,prefer_not_to_say,Northeast,Middle Atlantic,"Rural community: an area where people live and work further apart, usually small cities and towns",More than 5-hour drive away / Approximately 250 miles or more,I don’t follow politics,None,Yes,No,Fish,1,1,1,1,0,0,0.8,0.5,0.5,0.75,0.5,0,0,0.6,0.6,0.6,0.6,0.6,0.4,75,0.4,0.4,0.8,0.8,0.8,0.8,0.6,0.8,1,0.8,1,1,1,1,1,1,0,6,,,,
Terrestrial,-2125960204,Michigan,Detroit,female,45 - 54,living_with_partner,one,vocational_technical_college,employed_for_wages,retail,white,middle_i,Midwest,East North Central,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,More than 5-hour drive away / Approximately 250 miles or more,Lean Right (Republican) ,Right,Yes,No,Fish,1,1,1,1,0,0,0.8,0.25,1,0.5,1,0,0,1,0.8,1,1,0.8,0.4,55,0.6,0.6,0.6,0.6,1,0.6,0.8,1,1,0.6,1,1,1,0,0,0,0,3,,,,
Terrestrial,-1335755894,Illinois,Chicago,female,25 - 34,separated,zero,postgraduate,employed_for_wages,agriculture_forestry_fishing_or_hunting,white,high_ii,Midwest,East North Central,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",1-2 hour drive away / Approximately 60 - 124 miles away,Lean Left (Democrat),Left,Yes,Yes,Both,0,0,1,0,0,0,0.2,0,0,0.75,0,0,0,1,0.6,0.8,0.8,0.2,0.8,80,1,0.8,0.8,1,0.6,0.6,1,0.8,1,0.6,0,0,0,1,1,1,0,3,,,,
Terrestrial,1866517335,Pennsylvania,Newtown,female,54+,married,two,university,employed_for_wages,education,hispanic,high_ii,Northeast,Middle Atlantic,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,Less than 1-hour drive away / 10 - 59 miles away,Lean Right (Republican) ,Right,Yes,Yes,Both,1,1,1,1,1,0,1,0.75,1,1,0.5,0.75,0,0.8,0.8,0.6,0.6,0.6,0.4,50,0.4,0.8,0.4,0.8,1,0.8,0.6,0.8,0.8,0.2,0,0,0,0,1,0,0,1,,,,
Terrestrial,-393383824,West Virginia,Morgantown,male,35 - 44,single,zero,vocational_technical_college,employed_for_wages,construction,white,high_i,South,South Atlantic,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,More than 5-hour drive away / Approximately 250 miles or more,Moderate,Moderate,Yes,No,Fish,1,1,1,1,1,0,1,0.5,1,0.5,0.5,0.5,0,0.8,1,0.8,0.6,0.6,0.6,45,0.8,0.8,0.8,1,1,1,1,1,1,0.8,0,1,1,0,0,1,0,3,,,,
Terrestrial,-1894041468,Minnesota,Saint Paul,male,25 - 34,single,zero,high_school,employed_for_wages,marketing_sales,white,lower_ii,Midwest,West North Central,"Rural community: an area where people live and work further apart, usually small cities and towns",More than 5-hour drive away / Approximately 250 miles or more,I prefer not to say,Wont say,Yes,Yes,Both,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,50,0.4,0.4,1,0.8,1,1,1,1,1,1,0,0,0,0,1,0,0,1,,,,
Terrestrial,2045597449,Arizona,Scottsdale,male,18 - 24,single,zero,high_school,employed_for_wages,retail,hispanic,lower_ii,West,Mountain,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",More than 5-hour drive away / Approximately 250 miles or more,I don’t follow politics,None,Yes,No,Fish,1,0,0,0,1,0,0.4,0.5,0,0,0,0.5,0,1,1,0.8,1,0.8,1,75,0.4,0.6,0.8,0.8,0.6,0.8,0.8,0.6,0.8,0.8,1,0,0,0,0,0,0,1,,,,
Terrestrial,1665423625,North Carolina,Charlotte,male,25 - 34,living_with_partner,two,high_school,employed_for_wages,military,hispanic,middle_i,South,South Atlantic,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",I live very close to the coast. It’s a short drive away,Lean Left (Democrat),Left,Yes,No,Fish,1,1,1,0,0,0,0.6,0.5,1,0.75,0,0,0,1,0.8,1,1,0.8,0.8,65,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,4,,,,
Terrestrial,-1613690173,Texas,Unknown,male,25 - 34,married,three,postgraduate,employed_for_wages,telecommunications,white,high_ii,South,West South Central,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Strong Right,Right,Yes,No,Fish,0,0,1,0,0,0,0.2,0,0,0.75,0,0,0,0.8,0.8,1,0.8,0.8,0.6,85,0.8,1,0.8,0.8,1,0.8,0.8,0.8,1,0.8,0,0,1,1,0,1,0,3,,,,
Terrestrial,1152722280,Florida,Orlando,male,35 - 44,married,one,postgraduate,employed_for_wages,information_other,white,high_iii,South,South Atlantic,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Lean Right (Republican) ,Right,Yes,Yes,Both,1,1,1,1,1,0,1,0.25,0.25,0.25,0.25,0.25,0,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,2,,,,
Terrestrial,1381079130,Ohio,Cleveland,female,25 - 34,married,one,vocational_technical_college,unemployed_looking,other,white,lower_i,Midwest,East North Central,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Strong Left,Left,Yes,No,Fish,1,0,1,0,0,0,0.4,0.5,0,1,0,0,0,1,1,1,1,1,1,50,0.4,0.4,1,0.6,0.8,0.8,0.8,1,1,0.8,0,1,0,0,0,0,0,1,,,,
Terrestrial,-646273454,Colorado,Lafayette,male,35 - 44,married,two,postgraduate,employed_for_wages,software,white,high_iii,West,Mountain,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Strong Right,Right,Yes,No,Fish,1,1,1,1,1,0,1,0.5,0.75,0.5,0.5,0.5,0,0.8,1,0.8,1,1,1,50,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.8,0.8,0.6,1,1,1,1,1,1,0,6,,,,
Terrestrial,173669006,California,Fontana,male,25 - 34,married,one,postgraduate,employed_for_wages,telecommunications,white,high_ii,West,Pacific,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",3-4 hour drive away / Approximately 125 - 249 miles away,Strong Right,Right,Yes,Yes,Both,1,0,0,1,0,0,0.4,0.75,0,0,0.5,0,0,0.6,0.6,0.4,0.6,0.4,0.4,70,0.6,0.6,0.8,0.8,0.8,0.6,0.6,0.8,0.8,0.6,1,0,0,1,1,1,0,4,,,,
Terrestrial,-1840978682,Tennessee,Maryville,male,18 - 24,single,zero,high_school,student,other,white,high_ii,South,East South Central,"Rural community: an area where people live and work further apart, usually small cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Lean Right (Republican) ,Right,Yes,No,Fish,1,1,1,0,0,0,0.6,1,1,0.75,0,0,0,1,0.6,0.6,1,0.8,0.8,35,0.6,0.4,0.6,0.2,0.6,0.8,1,0.6,0.8,0.6,0,1,1,0,0,0,0,2,,,,
Terrestrial,-932492901,Indiana,Evansville,female,25 - 34,separated,zero,high_school,employed_for_wages,other,multiracial,lower_ii,Midwest,East North Central,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",More than 5-hour drive away / Approximately 250 miles or more,I don’t follow politics,None,No,No,None,1,1,0,0,1,0,0.6,0.5,1,0,0,0.5,0,1,1,1,1,1,1,50,0.4,0.4,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,5,,,,
Terrestrial,100657011,California,San Diego,female,18 - 24,living_with_partner,one,university,other,education,hispanic,lower_ii,West,Pacific,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Lean Left (Democrat),Left,Yes,Yes,Both,1,1,1,0,1,0,0.8,0.5,1,0.5,0,0.75,0,0.8,0.6,0.6,0.8,0.6,0.6,50,0.6,0.6,0.8,0.8,1,1,1,0.6,0.8,0.8,0,0,1,0,1,1,0,3,,,,
Terrestrial,-1190175907,South Carolina,Okatie,female,35 - 44,married,two,university,self_employed,information_services_and_data,white,high_i,South,South Atlantic,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Strong Left,Left,Yes,Yes,Both,1,1,1,1,1,0,1,0.25,0.25,0.25,0.5,0.5,0,0.4,0.8,0.4,0.6,0.6,0.8,100,1,1,0.2,1,0.6,1,1,1,0.4,1,1,0,1,0,0,0,0,2,,,,
Terrestrial,926988081,Maryland,Glen Burnie,male,35 - 44,married,one,postgraduate,employed_for_wages,information_other,white,high_iii,South,South Atlantic,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",3-4 hour drive away / Approximately 125 - 249 miles away,Moderate,Moderate,Yes,Yes,Both,0,1,1,1,0,0,0.6,0,0.75,0.5,0.75,0,0,1,0.8,0.4,0.8,1,0.8,90,1,1,1,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0,1,1,1,0,0,0,3,,,,
Terrestrial,1128356305,Illinois,Rockford,female,35 - 44,single,two,high_school,homemaker,other,black,lower_ii,Midwest,East North Central,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,Less than 1-hour drive away / 10 - 59 miles away,Lean Left (Democrat),Left,No,No,None,0,0,1,1,0,0,0.4,0,0,0.25,0.75,0,0,0.4,0.6,0.6,0.6,0.4,0.6,60,1,0.8,0.6,0.8,1,1,1,0.8,1,0.8,0,0,1,0,0,1,0,2,,,,
Terrestrial,220751444,Texas,Dickinson,female,25 - 34,married,three,vocational_technical_college,self_employed,finance_and_insurance,white,high_i,South,West South Central,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Strong Left,Left,No,Yes,Hunt,1,1,0,1,1,0,0.8,0.25,0.25,0,0.25,0.25,0,0.6,1,0.6,0.8,0.4,0.8,95,1,1,0.2,1,0.4,0.6,0.8,0.6,1,0.8,1,0,1,1,1,1,0,5,,,,
Terrestrial,-72092708,Wisconsin,West Bend,female,25 - 34,married,one,postgraduate,employed_for_wages,information_services_and_data,white,high_ii,Midwest,East North Central,"Rural community: an area where people live and work further apart, usually small cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Strong Right,Right,Yes,Yes,Both,1,1,1,1,1,0,1,0.5,0.25,0.25,0.5,0.5,0,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,0.8,1,0,0,0,0,0,0,1,0,,,,
Terrestrial,-421472309,Missouri,Bernie,male,25 - 34,married,two,postgraduate,employed_for_wages,information_other,white,high_iii,Midwest,West North Central,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,More than 5-hour drive away / Approximately 250 miles or more,Lean Left (Democrat),Left,Yes,Yes,Both,1,1,1,1,1,0,1,1,1,1,1,1,0,0.8,0.8,0.8,0.8,0.8,0.8,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,6,,,,
Terrestrial,1709008697,Florida,Orlando,male,54+,single,zero,middle_school,retired,other,white,lower_i,South,South Atlantic,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",I live very close to the coast. It’s a short drive away,Moderate,Moderate,Yes,No,Fish,0,1,1,1,0,0,0.6,0,1,1,1,0,0,0.6,0.4,0.6,0.4,0.4,0.4,50,0.6,0.6,0.6,0.8,0.8,0.8,0.8,1,1,0.4,1,1,1,1,1,1,0,6,,,,
Terrestrial,-2033407347,California,Los Angeles,male,25 - 34,living_with_partner,one,university,self_employed,advertising,white,high_i,West,Pacific,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",1-2 hour drive away / Approximately 60 - 124 miles away,Moderate,Moderate,No,No,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0.8,1,0.6,0.8,1,1,80,0.2,0.2,0.8,1,0.8,1,1,1,0.6,1,0,0,0,1,1,0,0,2,,,,
Terrestrial,15465362,Pennsylvania,Elizabethtown,female,25 - 34,married,three,vocational_technical_college,self_employed,information_services_and_data,white,middle_ii,Northeast,Middle Atlantic,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Strong Left,Left,Yes,Yes,Both,1,1,1,1,1,0,1,0.25,0.25,0.25,0.25,0.25,0,0.2,0.2,0.4,0.6,0.4,0.8,100,1,1,0.2,0.6,0.2,1,0.6,1,1,1,1,1,1,0,0,0,0,3,,,,
Terrestrial,40597666,Massachusetts,Cambridge,male,45 - 54,single,one,high_school,unable_to_work,other,white,lower_i,Northeast,New England,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",I live very close to the coast. It’s a short drive away,Moderate,Moderate,Yes,No,Fish,1,1,0,1,0,0,0.6,1,1,0,1,0,0,0.8,0.6,0.8,0.8,0.4,0.6,50,0.6,0.8,0.8,1,1,0.8,0.6,0.8,0.8,0.8,0,1,0,0,0,0,0,1,,,,
Terrestrial,-1085437671,South Carolina,Okatie,female,25 - 34,married,three,university,self_employed,consulting,white,middle_ii,South,South Atlantic,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Strong Left,Left,Yes,Yes,Both,1,1,1,1,1,0,1,0.5,0.75,0.25,0.25,0.75,0,0.2,1,0.2,1,0.4,1,100,0.2,1,0.2,0.6,0.6,0.6,0.6,0.2,1,0.6,1,1,1,1,0,1,0,5,,,,
Terrestrial,165887766,Alabama,Montgomery,male,25 - 34,single,zero,university,employed_for_wages,other,asian,lower_ii,South,East South Central,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,More than 5-hour drive away / Approximately 250 miles or more,Lean Left (Democrat),Left,Yes,No,Fish,1,1,0,1,0,0,0.6,0.5,1,0,0.5,0,0,1,0.8,0.8,1,1,0.4,60,0.4,0.6,0.8,1,0.8,0.8,0.6,1,1,0.8,1,1,1,0,0,1,0,4,,,,
Terrestrial,743705632,Texas,Corpus Christi,female,35 - 44,divorced,zero,vocational_technical_college,homemaker,other,white,lower_ii,South,West South Central,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",I live very close to the coast. It’s a short drive away,Lean Right (Republican) ,Right,Yes,No,Fish,1,0,0,0,1,0,0.4,1,0,0,0,1,0,1,1,1,1,1,1,50,0.8,0.8,0.8,1,1,1,1,0.8,1,0.2,0,1,0,0,0,0,0,1,,,,
Terrestrial,-752486013,Illinois,McHenry,female,54+,married,one,vocational_technical_college,homemaker,homemaker,white,lower_i,Midwest,East North Central,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,More than 5-hour drive away / Approximately 250 miles or more,Moderate,Moderate,Yes,No,Fish,0,1,1,1,0,0,0.6,0,1,0.5,0.5,0,0,0.6,0.8,0.8,0.8,0.6,0.4,35,0.6,0.6,0.8,1,1,1,1,1,1,0.2,1,0,1,0,1,1,0,4,,,,
Terrestrial,1999335435,Ohio,Hudson,male,54+,married,three,postgraduate,retired,other,white,high_i,Midwest,East North Central,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,More than 5-hour drive away / Approximately 250 miles or more,Strong Right,Right,No,No,None,0,0,1,0,1,0,0.4,0,0,0.75,0,0.5,0,0.2,0.6,0.4,0.4,0.2,0.4,45,0.8,0.8,0.4,0.8,1,0.8,0.4,0.4,0.4,0.6,0,1,1,0,0,0,0,2,,,,
Terrestrial,-308127321,Texas,Unknown,male,35 - 44,married,two,postgraduate,employed_for_wages,information_other,white,high_ii,South,West South Central,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Strong Right,Right,Yes,Yes,Both,1,1,0,1,1,0,0.8,0.25,0.75,0,0.25,0.5,0,0.6,0.8,1,1,0.8,0.6,95,1,0.8,1,1,0.4,1,0.8,0.8,1,1,1,1,0,1,1,0,0,4,,,,
Terrestrial,-1371616675,Georgia,Columbus,female,54+,divorced,two,vocational_technical_college,unable_to_work,other,white,middle_i,South,South Atlantic,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,3-4 hour drive away / Approximately 125 - 249 miles away,Lean Right (Republican) ,Right,Yes,No,Fish,1,1,1,1,1,0,1,0.75,0.75,0.75,0.75,0.75,0,1,1,0.8,1,1,0.8,40,0.2,0.2,1,1,1,1,1,1,0.8,0.4,1,1,0,0,1,1,0,4,,,,
Terrestrial,555048051,Texas,Harlingen,male,35 - 44,married,one,postgraduate,employed_for_wages,information_other,white,high_iii,South,West South Central,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Lean Right (Republican) ,Right,Yes,Yes,Both,1,1,1,1,1,0,1,0.25,0.25,0.25,0.25,0.25,0,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,2,,,,
Terrestrial,1773981835,Arkansas,Little Rock,female,35 - 44,married,two,university,employed_for_wages,retail,black,middle_ii,South,West South Central,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",3-4 hour drive away / Approximately 125 - 249 miles away,Lean Right (Republican) ,Right,No,No,None,1,0,0,0,0,0,0.2,0.5,0,0,0,0,0,0.6,0.4,0.4,0.6,0.4,0.8,85,0.6,0.6,0.6,0.8,0.8,0.4,0.8,0.6,0.6,0.6,0,0,1,0,0,1,0,2,,,,
Terrestrial,474143838,Mississippi,Kosciusko,male,35 - 44,married,one,high_school,employed_for_wages,transportation_and_warehousing,white,middle_i,South,East South Central,"Rural community: an area where people live and work further apart, usually small cities and towns",3-4 hour drive away / Approximately 125 - 249 miles away,Moderate,Moderate,No,No,None,0,0,1,1,0,0,0.4,0,0,0.5,0.5,0,0,0.6,1,0.6,0.4,0.6,0.4,75,0.8,0.8,0.6,0.8,0.8,0.8,0.8,0.6,1,0.6,0,0,1,0,0,1,0,2,,,,
Terrestrial,771523123,New Jersey,Allentown,male,35 - 44,married,two,university,employed_for_wages,utilities,white,middle_ii,Northeast,Middle Atlantic,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",3-4 hour drive away / Approximately 125 - 249 miles away,Lean Left (Democrat),Left,Yes,Yes,Both,1,1,0,1,0,0,0.6,0.75,0.75,0,0.5,0,0,1,0.8,0.6,0.8,0.6,0.8,80,0.8,1,1,1,0.8,1,1,0.8,0.8,1,1,0,1,0,1,0,0,3,,,,
Terrestrial,-1048181508,New York,Queens,male,25 - 34,single,zero,vocational_technical_college,student,information_other,white,middle_i,Northeast,Middle Atlantic,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",3-4 hour drive away / Approximately 125 - 249 miles away,Moderate,Moderate,Yes,Yes,Both,1,1,1,1,1,0,1,0.25,0.25,0.5,0.5,0.75,0,0.8,0.8,0.6,0.8,1,0.4,85,0.6,0.6,0.6,0.4,1,0.8,1,0.6,1,1,1,1,1,1,1,1,0,6,,,,
Terrestrial,1941074535,Georgia,Conyers,female,18 - 24,prefer_not_to_say,zero,middle_school,student,fashion_apparel,black,high_iii,South,South Atlantic,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",More than 5-hour drive away / Approximately 250 miles or more,I prefer not to say,Wont say,Yes,No,Fish,0,0,0,0,0,1,0,0,0,0,0,0,0,0.4,0.8,0.4,0.4,0.8,0.6,50,0.6,0.6,0.4,0.4,0.4,0.4,0.6,0.6,1,0.6,1,1,0,0,1,0,0,3,,,,
Terrestrial,1130571247,California,Fremont,male,18 - 24,single,zero,postgraduate,student,health_care_and_social_assistance,multiracial,high_iii,West,Pacific,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",1-2 hour drive away / Approximately 60 - 124 miles away,Moderate,Moderate,Yes,Yes,Both,1,1,1,1,1,0,1,0.5,0.5,0.5,0.5,0.5,0,0.8,0.8,1,0.8,0.4,0.6,60,0.6,0.4,0.8,1,1,0.8,0.8,1,1,0.8,1,1,0,0,1,1,0,4,,,,
Terrestrial,1157323526,California,San Diego,male,18 - 24,single,zero,high_school,employed_for_wages,wholesale,asian,high_i,West,Pacific,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",1-2 hour drive away / Approximately 60 - 124 miles away,Lean Left (Democrat),Left,Yes,No,Fish,1,1,1,1,0,0,0.8,0.5,1,1,0.5,0,0,1,0.8,0.4,1,0.8,0.2,50,0.4,0.4,1,1,0.8,0.8,0.6,0.4,1,0.8,1,1,1,0,1,0,0,4,,,,
Terrestrial,-240704321,New York,Brooklyn,female,18 - 24,prefer_not_to_say,prefer_not_to_say,high_school,employed_for_wages,other,prefer_not_to_say,lower_i,Northeast,Middle Atlantic,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",3-4 hour drive away / Approximately 125 - 249 miles away,I prefer not to say,Wont say,No,No,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0.8,0.8,0.4,0.2,0.8,0.6,0,0.6,0.6,0.6,0.4,0.6,0.8,0.6,0.6,1,0.2,1,0,0,0,0,0,0,1,,,,
Terrestrial,-148385795,Georgia,Atlanta,male,18 - 24,prefer_not_to_say,zero,university,other,other,black,high_i,South,South Atlantic,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",3-4 hour drive away / Approximately 125 - 249 miles away,Moderate,Moderate,Yes,No,Fish,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6,0.4,1,0.4,0.8,0.8,95,0.4,0.6,0.4,0.6,1,0.4,0.2,0.2,0.8,0.6,1,0,0,0,1,0,0,2,,,,
Terrestrial,1650300330,California,Beverly Hills,male,35 - 44,married,one,postgraduate,unemployed_looking,marketing_sales,white,high_ii,West,Pacific,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",3-4 hour drive away / Approximately 125 - 249 miles away,Moderate,Moderate,No,No,None,0,1,0,1,0,0,0.4,0,0.25,0,0.5,0,0,0.8,1,0.6,0.8,0.8,0.8,90,1,1,1,1,0.6,0.8,1,1,1,1,1,1,0,0,0,0,0,2,,,,
Terrestrial,1776121109,Connecticut,Bloomfield,male,25 - 34,married,two,postgraduate,employed_for_wages,information_other,white,high_iii,Northeast,New England,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Lean Left (Democrat),Left,Yes,Yes,Both,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,6,,,,
Terrestrial,-986892334,New York,Baldwin,male,35 - 44,married,one,postgraduate,self_employed,information_services_and_data,white,high_ii,Northeast,Middle Atlantic,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",3-4 hour drive away / Approximately 125 - 249 miles away,I prefer not to say,Wont say,Yes,No,Fish,1,1,1,0,0,0,0.6,1,0.5,0.25,0,0,0,1,1,0.6,0.4,0.8,1,85,1,0.8,1,0.2,1,0.6,0.6,0.8,0.6,0.6,0,0,1,1,1,0,0,3,,,,
Terrestrial,-952288297,Illinois,Chicago,female,25 - 34,living_with_partner,one,vocational_technical_college,employed_for_wages,hotel_and_food_services,white,lower_ii,Midwest,East North Central,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Moderate,Moderate,Yes,No,Fish,0,0,1,1,1,0,0.6,0,0,0.5,0.5,0.5,0,0.6,0.8,0.6,0.8,0.6,0.6,50,0.6,0.6,0.8,1,1,0.6,0.8,0.6,0.8,0.6,0,1,0,0,1,0,0,2,,,,
Terrestrial,-694765033,California,El Cajon,male,18 - 24,single,zero,vocational_technical_college,student,student,hispanic,lower_i,West,Pacific,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",3-4 hour drive away / Approximately 125 - 249 miles away,Lean Left (Democrat),Left,Yes,Yes,Both,1,1,0,1,0,0,0.6,0.5,0.25,0,0.75,0,0,0.6,0.6,1,0.8,1,0.8,70,0.8,1,0.8,0.8,0.8,1,0.8,1,0.6,0.8,1,1,0,0,1,1,0,4,,,,
Terrestrial,1831081254,New York,Brooklyn,male,25 - 34,single,zero,university,unemployed_looking,finance_and_insurance,white,middle_ii,Northeast,Middle Atlantic,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,3-4 hour drive away / Approximately 125 - 249 miles away,Moderate,Moderate,No,No,None,1,1,0,1,0,0,0.6,0.75,0.75,0,0.75,0,0,0.6,0.6,0.8,0.8,0.6,0.8,75,0.8,0.8,0.8,0.8,1,0.8,0.8,0.8,1,0.8,1,0,0,1,1,0,0,3,,,,
